CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"6545","GOVT 101","6","Power and Politics in America","3","  AIII","Lec","TR","1330-1445","MCM 307","Greenlee, Harry","0","Closed",
"6546","GOVT 101","7","Power and Politics in America","3","  AIII","Lec","TR","1500-1615","MCM 307","Hull, Jack","0","Closed",
"6547","GOVT 101","8","Power and Politics in America","3","  AIII","Lec","TR","1630-1745","MCM 307","Hull, Jack","0","Closed",
"6548","GOVT 101","9","Power and Politics in America","3","  AIII","Lec","TR","1800-1915","MCM 307","Lynerd, Benjamin","0","Closed",
"6549","GOVT 202","1","State and Local Government","3","","Lec","W","1930-2230","MCM 312","Maddrea, Blair; Finch, Jeffrey","0","Closed",
"7789","GOVT 202","2","State and Local Government","3","","Lec","T","1800-2100","MCM 310","Toscano, James","1","Open",
"6550","GOVT 204","1","Hate Crime Realities &amp; Consequ","3","  AIII","Lec","TR","0930-1045","MCM 310","Greenlee, Harry","1","Open",
"6551","GOVT 204","2","Hate Crime Realities &amp; Consequ","3","  AIII","Lec","TR","1100-1215","MCM 310","Greenlee, Harry","0","Closed",
"6552","GOVT 215","1M","Comprtv &amp; Intnl Politics","3","","Lec","MW","1600-1715","MCM 307","Cash, Audrey","6","Open",
"6553","GOVT 215","2","Comprtv &amp; Intnl Politics","3","","Lec","MW","1800-1915","MCM 307","Cash, Audrey","4","Open",
"6554","GOVT 215","3","Comprtv &amp; Intnl Politics","3","","Lec","TR","1330-1445","MCM 314","Caballero, Sandra","0","Closed",
"6555","GOVT 215","4","Comprtv &amp; Intnl Politics","3","","Lec","TR","1500-1615","MCM 314","Cash, Audrey","1","Open",
"6556","GOVT 215","5","Comprtv &amp; Intnl Politics","3","","Lec","TR","1500-1615","MCM 316","Caballero, Sandra","0","Closed",
"6557","GOVT 215","6","Comprtv &amp; Intnl Politics","3","","Lec","TR","1800-1915","MCM 314","Cash, Audrey","6","Open",
"6558","GOVT 243","1","Crime &amp; Punishment in America","3","","Lec","MW","1800-1915","MCM 314","Marshall, Mark","1","Open",
"6559","GOVT 291","1","Community Service Internship","1 - 3","","Int","","","ARR ","Carlson, Peter","0","Closed",
"7814","GOVT 316","1","Constitutional Law","3","","Lec","TR","1800-1915","MCM 162","West, Gary","0","Closed",
"6560","GOVT 323","1","American Foreign Policy","3","","Lec","MWF","1300-1350","MCM 310","Shelton, Crystal","0","Closed",
"6561","GOVT 323","2","American Foreign Policy","3","","Lec","MWF","1400-1450","MCM 310","Shelton, Crystal","0","Closed",
"6562","GOVT 327","1","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","0930-1045","MCM 160","Kirkpatrick, Andrew","0","Closed",
"6563","GOVT 327","2","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1100-1215","MCM 160","Kirkpatrick, Andrew","0","Closed",
"7816","GOVT 327","3","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1630-1745","MCM 314","Kirkpatrick, Andrew","0","Closed",
"6566","GOVT 344","1","The Presidency","3","","Lec","TR","0930-1045","MCM 260","Camobreco, John","0","Closed",
"6567","GOVT 344","2","The Presidency","3","","Lec","TR","1100-1215","MCM 260","Camobreco, John","1","Open",
"6568","GOVT 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","0900-0950","MCM 110","Shelton, Crystal","1","Open",
"6569","GOVT 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","0930-1045","MCM 110","Rizova, Tatiana","0","Closed",
"6570","GOVT 352","3","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1100-1215","MCM 110","Rizova, Tatiana","0","Closed",
"6571","GOVT 353","1","East Asian Politics","3","","Lec","TR","1630-1745","MCM 316","Wright, Timothy","0","Closed",
"6572","GOVT 354","1","Political Campaigns/Elections","3","","Lec","MW","1600-1715","MCM 164","Bitecofer, Rachel","0","Closed",
"6573","GOVT 357","1","Classical Political Thought","3","","Lec","M","1800-2100","MCM 310","Busch, Nathan","0","Closed",
"6574","GOVT 375","1","Labor Law and Politics","3","","Lec","M","1800-2100","MCM 160","Greenlee, Harry","2","Open",
"6576","GOVT 450","1","Ethics in Govt and Politics","3","","Lec","T","1800-2100","MCM 366","Gibson, Pamela","3","Open",
"6577","GOVT 490","W1","WI: Senior Seminar in Pol Sci","3","  WI","Lec","MWF","1000-1050","MCM 200B","Barnello, Michelle","0","Closed",
"6578","GOVT 490","W2","WI: Senior Seminar in Pol Sci","3","  WI","Lec","MWF","1100-1150","MCM 200B","Shelton, Crystal","0","Closed",
"6579","GOVT 490","W3","WI: Senior Seminar in Pol Sci","3","  WI","Lec","TR","1330-1445","MCM 200B","Rizova, Tatiana","0","Closed",
"6580","GOVT 491","1","Government Internship","3","","Int","","","ARR ","Greenlee, Harry","5","Open",
"7793","GREK 102","1","Beginning Ancient Greek II","3","","Lec","MWF","1300-1350","TRIB 208","Buszard, Bradley","10","Open",
"7324","HIST 111","1M","Ancient and Medieval World","3","  AIGM","Lec","TR","0930-1045","MCM 210","Cartwright, Charlotte","0","Closed",
"7325","HIST 111","2M","Ancient and Medieval World","3","  AIGM","Lec","TR","1100-1215","MCM 210","Cartwright, Charlotte","0","Closed",
"7326","HIST 111","3M","Ancient and Medieval World","3","  AIGM","Lec","TR","1500-1615","MCM 360","Santoro, A.","6","Open",
"7327","HIST 111","4M","Ancient and Medieval World","3","  AIGM","Lec","TR","1630-1745","MCM 360","Santoro, A.","10","Open",
"7330","HIST 112","1M","The Modern World","3","  AIGM","Lec","TR","1330-1445","MCM 160","Duskin, Eric","2","Open",
"7349","HIST 112","2M","The Modern World","3","  AIGM","Lec","TR","1630-1745","MCM 362","Duskin, Eric","2","Open",
"7350","HIST 112","3M","The Modern World","3","  AIGM","Lec","MWF","1000-1050","MCM 360","Puaca, Brian","1","Open",
"7351","HIST 112","4M","The Modern World","3","  AIGM","Lec","MWF","1100-1150","MCM 360","Puaca, Brian","0","Closed",
"7352","HIST 112","5M","The Modern World","3","  AIGM","Lec","TR","1630-1745","MCM 216","Xu, Xiaoqun","7","Open",
"7353","HIST 112","6M","The Modern World","3","  AIGM","Lec","TR","1800-1915","MCM 216","Xu, Xiaoqun","7","Open",
"7765","HIST 112","7M","The Modern World","3","  AIGM","Lec","MWF","1500-1550","MCM 162","Stenner, David","6","Open",
"7764","HIST 112","8M","The Modern World","3","  AIGM","Lec","MWF","1200-1250","MCM 162","Stenner, David","0","Closed",
"7354","HIST 121","1M","Early America to the Civil War","3","  AIWT","Lec","MWF","0800-0850","MCM 160","Hamilton, Phillip","0","Closed",
"7355","HIST 121","2M","Early America to the Civil War","3","  AIWT","Lec","MWF","1000-1050","MCM 160","Hamilton, Phillip","0","Closed",
"7356","HIST 121","3M","Early America to the Civil War","3","  AIWT","Lec","TR","1100-1215","MCM 212","Perry, Molly","0","Closed",
"7357","HIST 121","4M","Early America to the Civil War","3","  AIWT","Lec","TR","1330-1445","MCM 212","Perry, Molly","1","Open",
"7358","HIST 121","5M","Early America to the Civil War","3","  AIWT","Lec","TR","0800-0915","MCM 210","White, William","4","Open",
"7359","HIST 121","6M","Early America to the Civil War","3","  AIWT","Lec","MWF","1500-1550","MCM 360","Stokes, Brian","1","Open",
"7974","HIST 121","VTC","Early America to the Civil War","3","  AIWT","Lec","",""," ","","0","Closed",
"7360","HIST 122","1M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1000-1050","MCM 362","Garmon, Frank","0","Closed",
"7361","HIST 122","2M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1100-1215","MCM 362","Puaca, Laura","0","Closed",
"7362","HIST 122","3R","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1500-1615","MCM 210","Puaca, Laura","0","Closed",
"7363","HIST 122","4M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1000-1050","MCM 162","Stokes, Brian","0","Closed",
"7364","HIST 122","5R","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","0800-0850","MCM 360","Garmon, Frank","2","Open",
"7365","HIST 200","1R","Hist Inq: Stalinism &amp; the Arts","3","","Lec","TR","1800-1915","MCM 360","Duskin, Eric","2","Open",
"7366","HIST 200","2R","Hist Inq:Greek &amp; Roman Warfare","3","","Lec","TR","1100-1215","MCM 364","Hyland, John","1","Open",
"7367","HIST 200","3R","Hist Inq: Sports in America","3","","Lec","MWF","1300-1350","MCM 162","Sellars, Nigel","0","Closed",
"7368","HIST 200","4","Hist Inq: Sports in America","3","","Lec","MWF","1400-1450","MCM 162","Sellars, Nigel","1","Open",
"7749","HIST 308","1","Tudor &amp; Stuart Britain","3","","Lec","",""," ","","0","Closed",
"7371","HIST 321","1","Soviet History and Beyond","3","","Lec","W","1800-2045","MCM 160","Duskin, Eric","7","Open",
"7372","HIST 327","1","History on Film","3","","Lec","W","1800-2100","MCM 101","Santoro, A.","7","Open",
"7759","HIST 335","1","Caribbean Hist/Culture:Contact","3","","Lec","TR","0930-1045","MCM 212","Perry, Molly","1","Open",
"7374","HIST 341","1","The Long Civil Rights Movement","3","  AIII","Lec","TR","1630-1745","MCM 112","Puaca, Laura","3","Open",
"7376","HIST 351","1","American Military History","3","","Lec","MWF","0900-0950","MCM 310","Falk, Andrew","0","Closed",
"7377","HIST 351","2","American Military History","3","","Lec","MWF","1000-1050","MCM 310","Falk, Andrew","0","Closed",
"7379","HIST 354","1","Amer. Revol &amp; Early Republic","3","","Lec","MWF","1100-1150","MCM 112","Hamilton, Phillip","1","Open",
"7380","HIST 357","1","Twentieth Century Am,1920-1960","3","","Lec","MW","1600-1715","MCM 316","Sellars, Nigel","4","Open",
"7381","HIST 362","1","History - Modern Latin America","3","","Lec","TR","0930-1045","MCM 207","Connell, William","8","Open",
"7382","HIST 367","1","Modern Chinese History","3","","Lec","TR","1500-1615","MCM 216","Xu, Xiaoqun","0","Closed",
"7384","HIST 390","W2","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","MW","1800-1915","MCM 200B","Garmon, Frank","5","Open",
"7385","HIST 390","W3","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1630-1745","MCM 200B","Garmon, Frank","1","Open",
"7386","HIST 395","1","Sp Tpc: Medieval England","3","","Lec","MW","1600-1715","MCM 162","Cartwright, Charlotte","11","Open",
"7388","HIST 395","3","Sp Tpc:Hist-Middle East - 1800","3","","Lec","MWF","1300-1350","MCM 112","Stenner, David","18","Open",
"7389","HIST 403","1","Ancient Persia","3","","Lec","TR","1330-1445","MCM 200D","Hyland, John","0","Closed",
"7390","HIST 432","1","WWII in European Memory","3","","Lec","W","1930-2215","MCM 164","Puaca, Brian","0","Closed",
"7391","HIST 435","1","Public History","3","","Lec","MWF","0900-0950","MCM 307","Shuck-Hall, Sheri","1","Open",
"7392","HIST 453","1","Empires of N. Amer, 1700-1775","3","","Lec","MWF","1100-1150","MCM 364","Shuck-Hall, Sheri","0","Closed",
"7393","HIST 490","W1","WI: Senior Seminar","3","  WI","Lec","M","1800-2045","MCM 216","Falk, Andrew","0","Closed",
"7394","HIST 490","W2","WI: Senior Seminar","3","  WI","Lec","W","1930-2215","MCM 200C","Hyland, John","1","Open",
"7395","HIST 495","1","Sp Tpc: American Energy/Power","3","","Lec","MWF","1200-1250","MCM 300D","Allison, James","0","Closed",
"6591","HIST 510","1","The Amer Historian as Teacher","3","","Lec","W","1600-1845","MCM 300B","Allison, James","2","Open",
"6592","HIST 570","1","Mthds-Teach/Assess Soc Studies","3","","Lec","M","1600-1845","MCM 300B","Perry, Molly","7","Open",
"7575","HONR 010","1C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","12","Open",
"7576","HONR 010","2C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","12","Open",
"7577","HONR 010","3C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","13","Open",
"7578","HONR 010","4C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","35","Open",
"7579","HONR 020","1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"7580","HONR 020","2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","10","Open",
"7581","HONR 020","3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","13","Open",
"7583","HONR 020","4","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","31","Open",
"7584","HONR 030","1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","1","Open",
"7585","HONR 030","2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","13","Open",
"7586","HONR 030","3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","14","Open",
"7587","HONR 040","1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"7588","HONR 040","2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","4","Open",
"7589","HONR 040","3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","14","Open",
"7591","HONR 100","2C","Myth Matters: Hercules, Americ","3","  HON","Lec","MWF","1000-1050","MCM 357","Thompson, John","0","Closed",
"7592","HONR 100","3C","Sher. Holmes &amp; Logical Reason","3","  HON","Lec","MWF","1000-1050","FORBES 2012","Lewis, Michael","0","Closed",
"7593","HONR 100","4C","Moctezuma &amp; the Conquest of Me","3","  HON","Lec","TR","1330-1445","MCM 362","Connell, William","1","Open",
"7594","HONR 100","5C","Science &amp; Controversy","3","  HON","Lec","TR","0800-0915","FORBES 3014","Webb, Lisa","0","Closed",
"7595","HONR 100","6C","The American Songbook","3","  HON","Lec","TR","0930-1045","MCM 112","Hutchinson, Dawn","0","Closed",
"7596","HONR 100","7C","Broadcasting the Performing Ar","3","  HON","Lec","TR","1630-1745","FERG 207","Ward-Griffin, Mary","0","Closed",
"7763","HONR 100","8C","Science with Conscience","3","  HON","Lec","MWF","0900-0950","FORBES 2088","Burke, Russell","0","Closed",
"7569","HONR 313","1","Personal Marketing","3","  HON","Lec","TR","0800-0915","LUTR 142","Spiller, Lisa","0","Closed",
"7799","HONR 321","1","Myths of Transformation","3","  HON","Lec","MWF","1100-1150","MCM 260","Adamitis, Jana","0","Closed",
"7746","HONR 327","1","The Liberal Education","3","  HON","Lec","TR","1330-1445","FERG 222","Cusher, Brent","1","Open",
"7597","HONR 340","1","Writing South Asia","3","  HON","Lec","TR","1100-1215","TRIB 208","Paul, Jay","0","Closed",
"7598","HONR 342","1","Cabaret in the 20th C","3","  HON","Lec","TR","1100-1215","FERG 207","Hillow, George","2","Open",
"7946","HONR 349","1","Imperfect Encounters","3","  HON","Lec","MWF","1400-1450","FERG 208","Richardson, Margaret","3","Open",
"7599","HONR 361","1","Interpersonal Conflict","3","  HON","Lec","TR","1500-1615","LUTR 264","Veksler, Alice","6","Open",
"8022","HONR 367","1","Modern Relationships","3","  HON","Lec","TR","1500-1615","LUTR 139","Lane, Brianna","0","Closed",
"7600","HONR 371","1","The Classic/Crass/Cult","3","  HON","Lec","TR","0930-1045","MCM 216","Nichols, John","0","Closed",
"7601","HONR 381","1","Major-Related Indpdnt Study","0 - 3","  HON","Ind","","","ARR ","Paul, Jay","0","Closed",
"7602","HONR 382","1","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","18","Open",
"7603","HONR 382","2","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","0","Closed",
"7604","HONR 383","1","HNRS: Study Abroad","0 - 3","  HON","Lec","","","ARR ","Paul, Jay","0","Closed",
"7609","HONR 395","1","HNRS: Imperfect Encounters","3","  HON","Lec","",""," ","","19","Open",
"7881","HONR 395","2","HNRS: Modern Relationships","3","  HON","Lec","",""," ","","19","Open",
"7605","HONR 484","1","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, Jay","36","Open",
"7756","HONR 490","W1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1330-1445","MCM 300B","Camobreco, John","0","Closed",
"7757","HONR 490","W2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","TRIB 208","Paul, Jay","0","Closed",
"7758","HONR 490","W3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 200D","Timani, Hussam","0","Closed",
"7496","IDST 205","1","Introduction to Asian Studies","3","  AIGM","Lec","MWF","1100-1150","MCM 114","Smith, Jonathan","9","Open",
"7369","IDST 240","1","Medieval &amp; Renaissance Persp","3","  AIWT","Lec","TR","1330-1445","MCM 162","Cartwright, Charlotte","2","Open",
"7769","IDST 255","1","Intro to Women&#39;s &amp; Gender Stud","3","AIII","Lec","MWF","1500-1550","FORBES 3014","Stern, Danielle","3","Open",
"7696","IDST 265","1","Intro-Mid Eastrn/N Afr studies","3","","Lec","TR","1330-1445","MCM 366","Timani, Hussam","9","Open",
"6632","IDST 267","1","Intro - Latin American Studies","3","  AIGM","Lec","TR","0930-1045","MCM 162","Finn, John","22","Open",
"7189","IDST 270","1","Intro to Digital Humanities","3","","Lec","MWF","1500-1550","MCM 210","Hoag, Trevor","12","Open",
"7760","IDST 277","1","Intro to Museum Studies","3","","Lec","TR","1100-1215","FERG 201","Erhardt, Michelle","0","Closed",
"7755","IDST 490","1","IDST Capstone Project","3","","Ind","MWF","1200-1250","FORBES 2012","Velkey, Andrew","7","Open",
"7879","IDST 490","2","IDST Capstone Project","3","","Ind","","","ARR ","Kirkpatrick, Andrew","0","Closed",
"7497","ITAL 101","1R","Beginning Italian I","3","","Lec","MWF","0900-0950","MCM 260","Sorbera, Valentina","1","Open",
"7498","ITAL 101","2R","Beginning Italian I","3","","Lec","MWF","1000-1050","MCM 260","Sorbera, Valentina","1","Open",
"7499","ITAL 201","1R","Intermediate Italian I","3","  LLF","Lec","MWF","1200-1250","MCM 210","Sorbera, Valentina","0","Closed",
"7500","LATN 101","1R","Beginning Latin I","3","","Lec","MWF","1000-1050","MCM 262","Pollio, David","0","Closed",
"7501","LATN 101","2R","Beginning Latin I","3","","Lec","MWF","1100-1150","MCM 262","Pollio, David","2","Open",
"7502","LATN 200","1R","Latin and Its Living Legacy","3","  LLF","Lec","MWF","1000-1050","MCM 164","Padilla, Mark","1","Open",
"7503","LATN 200","2R","Latin and Its Living Legacy","3","  LLF","Lec","MWF","1100-1150","MCM 164","Padilla, Mark","0","Closed",
"7504","LATN 200","3R","Latin and Its Living Legacy","3","  LLF","Lec","MWF","1300-1350","MCM 212","Pollio, David","1","Open",
"7505","LATN 200","4R","Latin and Its Living Legacy","3","  LLF","Lec","TR","1630-1745","MCM 164","Adamitis, Jana","3","Open",
"7506","LATN 301","1","Lyric and Elegiac Poetry","3","  LLF","Lec","MWF","1000-1050","MCM 364","Adamitis, Jana","6","Open",
"7507","LATN 401","1","Lyric and Elegiac Poetry","3","  LLF","Lec","MWF","1000-1050","MCM 364","Adamitis, Jana","3","Open",
"6704","LDSP 210","10F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","LUTR 139","Harter, Nathan","0","Closed",
"6705","LDSP 210","11F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","LUTR 137","Gagnon, Elizabeth","1","Open",
"6706","LDSP 210","12F","Self, Group, and Leadership","3","","Lec","TR","1100-1215","MCM 360","Chace, Sarah","0","Closed",
"6707","LDSP 210","13F","Self, Group, and Leadership","3","","Lec","TR","1330-1445","LUTR 131","Gagnon, Elizabeth","0","Closed",
"6708","LDSP 210","14F","Self, Group, and Leadership","3","","Lec","TR","1330-1445","FERG 208","Chace, Sarah","0","Closed",
"6709","LDSP 210","15F","Self, Group, and Leadership","3","","Lec","TR","1500-1615","LUTR 137","Harter, Nathan","0","Closed",
"6710","LDSP 210","16F","Self, Group, and Leadership","3","","Lec","TR","1500-1615","LUTR 131","Gagnon, Elizabeth","0","Closed",
"6711","LDSP 210","17F","Self, Group, and Leadership","3","","Lec","TR","1630-1745","FORBES 2014","Chace, Sarah","1","Open",
"6712","LDSP 210","18F","Self, Group, and Leadership","3","","Lec","TR","1630-1745","LUTR 139","Shollen, S.","2","Open",
"6713","LDSP 210","19F","Self, Group, and Leadership","3","","Lec","TR","1800-1915","LUTR 139","Shollen, S.","0","Closed",
"6695","LDSP 210","1F","Self, Group, and Leadership","3","","Lec","MWF","1200-1250","LUTR 131","Callahan, Kathleen","1","Open",
"7744","LDSP 210","20F","Self, Group, and Leadership","3","","Lec","TR","0800-0915","FORBES 2088","Slaughter, Mary","0","Closed",
"6696","LDSP 210","2F","Self, Group, and Leadership","3","","Lec","MW","1800-1915","FORBES 2090","Stone, Sharon","1","Open",
"6697","LDSP 210","3F","Self, Group, and Leadership","3","","Lec","MWF","1000-1050","LUTR 139","Waters, Molly","0","Closed",
"6698","LDSP 210","4F","Self, Group, and Leadership","3","","Lec","MWF","1100-1150","LUTR 139","Waters, Molly","0","Closed",
"6699","LDSP 210","5F","Self, Group, and Leadership","3","","Lec","MWF","1300-1350","LUTR 139","Waters, Molly","0","Closed",
"6700","LDSP 210","6F","Self, Group, and Leadership","3","","Lec","MWF","1400-1450","LUTR 264","Callahan, Kathleen","0","Closed",
"6701","LDSP 210","7F","Self, Group, and Leadership","3","","Lec","TR","1800-1915","MCM 114","Johnston, Katie","0","Closed",
"6702","LDSP 210","8F","Self, Group, and Leadership","3","","Lec","MW","1600-1715","FORBES 2090","Stone, Sharon","0","Closed",
"6703","LDSP 210","9F","Self, Group, and Leadership","3","","Lec","MW","1800-1915","MCM 112","Van Auken, James","1","Open",
"6714","LDSP 250","1","Environmental Leadership","3","","Lec","TR","1930-2045","LUTR 139","Redekop, Benjamin","0","Closed",
"6715","LDSP 320","1","Leadership Through the Ages","3","","Lec","MW","1600-1715","LUTR 347","Heuvel, Sean","0","Closed",
"6717","LDSP 320","3","Leadership Through the Ages","3","","Lec","MWF","1300-1350","LUTR 137","Heuvel, Sean","1","Open",
"6718","LDSP 320","4","Leadership Through the Ages","3","","Lec","MWF","1400-1450","LUTR 137","Heuvel, Sean","1","Open",
"6719","LDSP 320","5","Leadership Through the Ages","3","","Lec","TR","0930-1045","MCM 312","Cusher, Brent","0","Closed",
"6720","LDSP 320","6","Leadership Through the Ages","3","","Lec","TR","1100-1215","MCM 312","Cusher, Brent","1","Open",
"6721","LDSP 320","7","Leadership Through the Ages","3","","Lec","TR","1100-1215","LUTR 139","Harter, Nathan","0","Closed",
"6722","LDSP 330","1","Cross-Cultural Leadership","3","AIII","Lec","MWF","0900-0950","LUTR 142","Tian, Qingyan","0","Closed",
"6723","LDSP 330","2","Cross-Cultural Leadership","3","AIII","Lec","MWF","1000-1050","LUTR 142","Tian, Qingyan","2","Open",
"6724","LDSP 380","1","Women and Leadership","3","","Lec","TR","1330-1445","LUTR 142","Shollen, S.","1","Open",
"6725","LDSP 384","1","Leading Change","3","","Lec","MW","1800-1915","LUTR 242","Heuvel, Lisa","2","Open",
"6726","LDSP 384","2","Leading Change","3","","Lec","MW","1930-2045","LUTR 242","Kirland, Kelsey","5","Open",
"6727","LDSP 384","3","Leading Change","3","","Lec","W","1800-2100","LUTR 142","Gagnon, Elizabeth","10","Open",
"6728","LDSP 395","1","SpTpc:Leadership in Healthcare","3","","Lec","MWF","1500-1550","LUTR 264","Waters, Molly","1","Open",
"6730","LDSP 395","3","Sp Tpc: Outdoor Leadership","3","","Lec","TR","1800-1915","FORBES 2088","Redekop, Benjamin","0","Closed",
"7986","LDSP 399","1","Ind St: Leadership in Crisis","1 - 3","","Ind","","","ARR ","Waters, Molly","0","Closed",
"7973","LDSP 399","3","Ind St: Making Sense of Grief","1 - 3","","Ind","","","ARR ","White, Jonathan; Harter, Nathan","0","Closed",
"6731","LDSP 491","W1","WI: Leadership Internship Sem","3","  WI","Lec","MWF","1100-1150","LUTR 131","Callahan, Kathleen","0","Closed",
"6733","LDSP 491","W3","WI: Leadership Internship Sem","3","  WI","Lec","MW","1600-1715","LUTR 264","Waters, Molly","0","Closed",
"6734","LDSP 491","W4","WI: Leadership Internship Sem","3","  WI","Lec","MW","1800-1915","FORBES 2074","Pacleb, Theodore","0","Closed",
"6735","LDSP 491","W5","WI: Leadership Internship Sem","3","  WI","Lec","T","1800-2100","LUTR 264","Farrand, Stuart","0","Closed",
"6736","LDSP 491","W6","WI: Leadership Internship Sem","3","  WI","Lec","TR","1500-1615","FORBES 2014","Callahan, Kathleen","0","Closed",
"6737","LDSP 491","W7","WI: Leadership Internship Sem","3","  WI","Lec","W","1800-2100","LUTR 131","Farrand, Stuart","0","Closed",
"6804","MATH 110","1","College Algebra","3","","Lec","MWF","0800-0850","LUTR 352","Indika, S.H. Sathish","3","Open",
"7979","MATH 110","VTC","College Algebra","3","","Lec","",""," ","","0","Closed",
"6805","MATH 115","1M","Contemporary Mathematics","3","  LLF","Lec","MWF","1000-1050","LUTR 376","Perry, James","8","Open",
"6806","MATH 115","2M","Contemporary Mathematics","3","  LLF","Lec","MWF","1200-1250","LUTR 376","Perry, James","6","Open",
"6807","MATH 115","3M","Contemporary Mathematics","3","  LLF","Lec","MW","1800-1915","LUTR 376","McHenry, William","4","Open",
"6808","MATH 115","4M","Contemporary Mathematics","3","  LLF","Lec","TR","0930-1045","LUTR 376","Lenhart, Sara","0","Closed",
"6809","MATH 115","5M","Contemporary Mathematics","3","  LLF","Lec","TR","1100-1215","LUTR 376","Tong, Zheng","1","Open",
"6820","MATH 125","10M","Elementary Statistics","3","  LLF","Lec","TR","0930-1045","LUTR 372","Hedlund, Melissa","0","Closed",
"6821","MATH 125","11M","Elementary Statistics","3","  LLF","Lec","TR","1100-1215","LUTR 372","Lenhart, Sara","1","Open",
"6822","MATH 125","12R","Elementary Statistics","3","  LLF","Lec","TR","1330-1445","LUTR 372","Nailor, Jeanne","0","Closed",
"6823","MATH 125","13M","Elementary Statistics","3","  LLF","Lec","TR","1500-1615","LUTR 372","Nailor, Jeanne","0","Closed",
"6824","MATH 125","14M","Elementary Statistics","3","  LLF","Lec","TR","1630-1745","LUTR 372","Wolfe, Justin","1","Open",
"6811","MATH 125","1M","Elementary Statistics","3","  LLF","Lec","MWF","0800-0850","LUTR 372","Bradie, Brian","0","Closed",
"6812","MATH 125","2M","Elementary Statistics","3","  LLF","Lec","MWF","0900-0950","LUTR 372","Hedlund, Melissa","0","Closed",
"6813","MATH 125","3M","Elementary Statistics","3","  LLF","Lec","MWF","1000-1050","LUTR 372","Saghera, Samantha","0","Closed",
"6814","MATH 125","4M","Elementary Statistics","3","  LLF","Lec","MWF","1100-1150","LUTR 347","Tong, Zheng","0","Closed",
"6815","MATH 125","5M","Elementary Statistics","3","  LLF","Lec","MWF","1200-1250","LUTR 372","Tong, Zheng","0","Closed",
"6816","MATH 125","6M","Elementary Statistics","3","  LLF","Lec","MWF","1300-1350","LUTR 372","Saghera, Samantha","1","Open",
"6817","MATH 125","7M","Elementary Statistics","3","  LLF","Lec","MWF","1400-1450","LUTR 376","Saghera, Samantha","0","Closed",
"6818","MATH 125","8R","Elementary Statistics","3","  LLF","Lec","MWF","1500-1550","LUTR 372","Hedlund, Melissa","1","Open",
"6819","MATH 125","9M","Elementary Statistics","3","  LLF","Lec","TR","0800-0915","LUTR 372","Hedlund, Melissa","0","Closed",
"6825","MATH 127","1R","Elementary Cryptography","3","  LLF","Lec","MWF","1000-1050","LUTR 352","Samuels, Charles","0","Closed",
"6826","MATH 128","1M","Intro-Mathematical Programming","3","  LLF","Lec","MWF","1200-1250","LUTR 264","Martin, James","12","Open",
"6827","MATH 130","1M","Precalculus","3","  LLF","Lec","MWF","0800-0850","LUTR 142","Chen, Hongwei","1","Open",
